unit_id,seed,model,pattern,context_slug,project_context,n_files,avg_mi_score,avg_cbo,avg_lcom_star,avg_rfc,avg_dit,ck_overall_score,ck_status
qwen-qwen2-5-7b-instruct__Singleton__learning-management-system__rep0,41,qwen25_7b,Singleton,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",3,66.86,1.3333333333333333,0.22222223333333332,1.3333333333333333,1.0,85.33333333333333,ok
qwen-qwen2-5-7b-instruct__Singleton__library-management-system__rep0,41,qwen25_7b,Singleton,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",4,62.37,1.0,0.3625,0.5,1.0,82.0,ok
qwen-qwen2-5-7b-instruct__Singleton__payroll-and-hr-system__rep0,41,qwen25_7b,Singleton,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",2,58.52,1.0,0.428571435,3.5,1.0,80.0,ok
qwen-qwen2-5-7b-instruct__Singleton__school-management-platform__rep0,41,qwen25_7b,Singleton,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",2,65.83,1.0,0.33333335,1.5,1.0,84.0,ok
qwen-qwen2-5-7b-instruct__Singleton__warehouse-inventory-tracker__rep0,41,qwen25_7b,Singleton,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",2,57.69,1.0,0.428571435,3.5,1.0,80.0,ok
qwen-qwen2-5-7b-instruct__Strategy__banking-account-management__rep0,41,qwen25_7b,Strategy,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,63.11,1.4,0.085714292,3.2,1.0,86.4,ok
qwen-qwen2-5-7b-instruct__Strategy__car-rental-management__rep0,41,qwen25_7b,Strategy,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,65.8,1.4,0.15666668,2.4,1.0,86.4,ok
qwen-qwen2-5-7b-instruct__Strategy__food-delivery-management__rep0,41,qwen25_7b,Strategy,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,70.05,1.2,0.0,0.8,1.0,88.0,ok
qwen-qwen2-5-7b-instruct__Strategy__gym-membership-platform__rep0,41,qwen25_7b,Strategy,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",7,68.24,1.5714285714285714,0.04761904857142857,0.7142857142857143,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-7b-instruct__Strategy__hospital-appointment-scheduler__rep0,41,qwen25_7b,Strategy,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",7,64.87,1.8571428571428572,0.12380952857142856,2.142857142857143,1.0,85.71428571428571,ok
qwen-qwen2-5-7b-instruct__Strategy__hotel-reservation-system__rep0,41,qwen25_7b,Strategy,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",6,64.46,1.5,0.11111111166666666,0.8333333333333334,1.0,86.66666666666667,ok
qwen-qwen2-5-7b-instruct__Strategy__issue-tracking-system__rep0,41,qwen25_7b,Strategy,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",5,73.45,1.2,0.0,1.2,1.0,88.0,ok
qwen-qwen2-5-7b-instruct__Strategy__learning-management-system__rep0,41,qwen25_7b,Strategy,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",7,65.68,1.4285714285714286,0.13095238285714286,1.0,1.0,84.57142857142857,ok
qwen-qwen2-5-7b-instruct__Strategy__library-management-system__rep0,41,qwen25_7b,Strategy,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",7,62.28,1.2857142857142858,0.2928571485714286,1.1428571428571428,1.0,83.42857142857143,ok
qwen-qwen2-5-7b-instruct__Strategy__payroll-and-hr-system__rep0,41,qwen25_7b,Strategy,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",5,68.46,1.4,0.1,1.2,1.0,86.4,ok
qwen-qwen2-5-7b-instruct__Strategy__school-management-platform__rep0,41,qwen25_7b,Strategy,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",4,70.32,1.25,0.0,0.75,1.0,88.0,ok
qwen-qwen2-5-7b-instruct__Strategy__warehouse-inventory-tracker__rep0,41,qwen25_7b,Strategy,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",4,69.97,0.75,0.0,0.75,1.0,88.0,ok
qwen-qwen2-5-7b-instruct__Composite__banking-account-management__rep0,42,qwen25_7b,Composite,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",4,54.94,1.5,0.2142857175,3.0,1.0,84.0,ok
qwen-qwen2-5-7b-instruct__Composite__car-rental-management__rep0,42,qwen25_7b,Composite,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",6,62.43,2.875,0.1875,1.625,1.25,85.0,ok
qwen-qwen2-5-7b-instruct__Composite__food-delivery-management__rep0,42,qwen25_7b,Composite,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,66.25,1.4,0.066666668,1.0,1.4,86.4,ok
qwen-qwen2-5-7b-instruct__Composite__gym-membership-platform__rep0,42,qwen25_7b,Composite,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",9,60.29,0.8888888888888888,0.2731481488888889,1.1111111111111112,1.4444444444444444,82.44444444444444,ok
qwen-qwen2-5-7b-instruct__Composite__hospital-appointment-scheduler__rep0,42,qwen25_7b,Composite,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",6,65.89,1.1666666666666667,0.0,1.3333333333333333,1.0,88.0,ok
qwen-qwen2-5-7b-instruct__Composite__hotel-reservation-system__rep0,42,qwen25_7b,Composite,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",4,57.09,1.75,0.291666675,1.5,1.0,84.0,ok
qwen-qwen2-5-7b-instruct__Composite__issue-tracking-system__rep0,42,qwen25_7b,Composite,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",8,65.38,2.5,0.0625,2.0,1.25,86.0,ok
qwen-qwen2-5-7b-instruct__Composite__learning-management-system__rep0,42,qwen25_7b,Composite,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",6,62.09,1.6666666666666667,0.16666666666666666,1.6666666666666667,1.3333333333333333,84.0,ok
qwen-qwen2-5-7b-instruct__Composite__library-management-system__rep0,42,qwen25_7b,Composite,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",6,66.25,1.8571428571428572,0.07936508571428572,1.5714285714285714,1.1428571428571428,86.85714285714286,ok
qwen-qwen2-5-7b-instruct__Composite__payroll-and-hr-system__rep0,42,qwen25_7b,Composite,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",4,54.59,1.5,0.171875,2.5,1.5,86.0,ok
qwen-qwen2-5-7b-instruct__Composite__school-management-platform__rep0,42,qwen25_7b,Composite,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",7,62.66,2.5714285714285716,0.19047619428571427,1.5714285714285714,1.2857142857142858,83.42857142857143,ok
qwen-qwen2-5-7b-instruct__Composite__warehouse-inventory-tracker__rep0,42,qwen25_7b,Composite,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",4,60.67,1.25,0.25,2.75,1.0,84.0,ok
qwen-qwen2-5-7b-instruct__Factory Method__banking-account-management__rep0,42,qwen25_7b,Factory Method,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",6,62.73,1.8333333333333333,0.12698413333333333,1.5,1.5,85.33333333333333,ok
qwen-qwen2-5-7b-instruct__Factory Method__car-rental-management__rep0,42,qwen25_7b,Factory Method,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",7,66.25,1.8571428571428572,0.08571428571428572,0.8571428571428571,1.2857142857142858,86.85714285714286,ok
qwen-qwen2-5-7b-instruct__Factory Method__food-delivery-management__rep0,42,qwen25_7b,Factory Method,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",7,73.61,1.8571428571428572,0.0,0.5714285714285714,1.0,88.0,ok
qwen-qwen2-5-7b-instruct__Factory Method__gym-membership-platform__rep0,42,qwen25_7b,Factory Method,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",4,70.11,1.5,0.083333335,1.0,1.0,86.0,ok
qwen-qwen2-5-7b-instruct__Factory Method__hospital-appointment-scheduler__rep0,42,qwen25_7b,Factory Method,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",8,58.71,2.875,0.363690485,1.5,1.0,79.5,ok
qwen-qwen2-5-7b-instruct__Factory Method__hotel-reservation-system__rep0,42,qwen25_7b,Factory Method,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",7,65.79,2.0,0.05925926222222222,0.8888888888888888,1.2222222222222223,87.11111111111111,ok
qwen-qwen2-5-7b-instruct__Factory Method__issue-tracking-system__rep0,42,qwen25_7b,Factory Method,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",4,60.35,1.75,0.1923077,2.25,1.25,81.5,ok
qwen-qwen2-5-7b-instruct__Factory Method__learning-management-system__rep0,42,qwen25_7b,Factory Method,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",6,65.55,1.6666666666666667,0.11111111333333333,1.1666666666666667,1.3333333333333333,85.33333333333333,ok
qwen-qwen2-5-7b-instruct__Factory Method__library-management-system__rep0,42,qwen25_7b,Factory Method,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",8,65.18,2.125,0.1041666675,0.75,1.0,84.75,ok
qwen-qwen2-5-7b-instruct__Factory Method__payroll-and-hr-system__rep0,42,qwen25_7b,Factory Method,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",6,65.61,2.0,0.055555556666666665,1.1666666666666667,1.3333333333333333,86.66666666666667,ok
qwen-qwen2-5-7b-instruct__Factory Method__school-management-platform__rep0,42,qwen25_7b,Factory Method,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",5,66.79,1.8333333333333333,0.11111111333333333,0.8333333333333334,1.0,85.33333333333333,ok
qwen-qwen2-5-7b-instruct__Factory Method__warehouse-inventory-tracker__rep0,42,qwen25_7b,Factory Method,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",6,62.2,2.3333333333333335,0.1944444466666667,1.5,1.0,84.0,ok
qwen-qwen2-5-7b-instruct__Observer__banking-account-management__rep0,42,qwen25_7b,Observer,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",6,65.5,1.7142857142857142,0.10884353857142856,1.5714285714285714,1.0,85.71428571428571,ok
qwen-qwen2-5-7b-instruct__Observer__car-rental-management__rep0,42,qwen25_7b,Observer,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,65.27,1.2,0.204166668,1.6,1.0,84.8,ok
qwen-qwen2-5-7b-instruct__Observer__food-delivery-management__rep0,42,qwen25_7b,Observer,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,64.24,1.8,0.066666668,2.2,1.2,86.4,ok
qwen-qwen2-5-7b-instruct__Observer__gym-membership-platform__rep0,42,qwen25_7b,Observer,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",9,55.33,0.8181818181818182,0.35454546363636363,1.3636363636363635,1.0,82.9090909090909,ok
qwen-qwen2-5-7b-instruct__Observer__hospital-appointment-scheduler__rep0,42,qwen25_7b,Observer,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",6,62.05,1.1666666666666667,0.24768518333333334,1.0,1.0,84.0,ok
qwen-qwen2-5-7b-instruct__Observer__hotel-reservation-system__rep0,42,qwen25_7b,Observer,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",4,64.58,1.5,0.26190476749999997,1.75,1.0,82.0,ok
qwen-qwen2-5-7b-instruct__Observer__issue-tracking-system__rep0,42,qwen25_7b,Observer,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",5,62.61,1.4,0.250000008,1.6,1.0,83.2,ok
qwen-qwen2-5-7b-instruct__Observer__learning-management-system__rep0,42,qwen25_7b,Observer,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",4,70.21,1.25,0.166666675,1.0,1.0,86.0,ok
qwen-qwen2-5-7b-instruct__Observer__library-management-system__rep0,42,qwen25_7b,Observer,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",6,64.62,1.6666666666666667,0.15277777333333334,1.8333333333333333,1.3333333333333333,85.33333333333333,ok
qwen-qwen2-5-7b-instruct__Observer__payroll-and-hr-system__rep0,42,qwen25_7b,Observer,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",9,64.09,1.5555555555555556,0.09629629999999999,2.4444444444444446,1.1111111111111112,86.22222222222223,ok
qwen-qwen2-5-7b-instruct__Observer__school-management-platform__rep0,42,qwen25_7b,Observer,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",5,64.5,1.2,0.2,1.6,1.2,84.8,ok
qwen-qwen2-5-7b-instruct__Observer__warehouse-inventory-tracker__rep0,42,qwen25_7b,Observer,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",5,64.89,1.8,0.186666672,2.0,1.0,84.8,ok
qwen-qwen2-5-7b-instruct__Singleton__banking-account-management__rep0,42,qwen25_7b,Singleton,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",6,58.48,1.0,0.16666666833333332,2.8333333333333335,1.0,85.33333333333333,ok
qwen-qwen2-5-7b-instruct__Singleton__car-rental-management__rep0,42,qwen25_7b,Singleton,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",3,60.91,1.0,0.22222223333333332,2.6666666666666665,1.0,85.33333333333333,ok
qwen-qwen2-5-7b-instruct__Singleton__food-delivery-management__rep0,42,qwen25_7b,Singleton,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",6,65.7,1.3333333333333333,0.25,1.8333333333333333,1.0,84.0,ok
qwen-qwen2-5-7b-instruct__Singleton__gym-membership-platform__rep0,42,qwen25_7b,Singleton,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",6,55.96,1.6666666666666667,0.6018518916666667,3.8333333333333335,1.0,74.66666666666667,ok
qwen-qwen2-5-7b-instruct__Singleton__hospital-appointment-scheduler__rep0,42,qwen25_7b,Singleton,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",6,61.72,1.6666666666666667,0.7333333333333334,0.8333333333333334,1.0,73.33333333333333,ok
qwen-qwen2-5-7b-instruct__Singleton__hotel-reservation-system__rep0,42,qwen25_7b,Singleton,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",3,61.6,1.3333333333333333,0.16666666666666666,2.6666666666666665,1.0,85.33333333333333,ok
qwen-qwen2-5-7b-instruct__Singleton__issue-tracking-system__rep0,42,qwen25_7b,Singleton,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",5,63.82,1.2,0.29411763999999996,1.6,1.0,81.2,ok
qwen-qwen2-5-7b-instruct__Singleton__learning-management-system__rep0,42,qwen25_7b,Singleton,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",7,60.09,1.625,0.2083333375,1.75,1.0,83.0,ok
qwen-qwen2-5-7b-instruct__Singleton__library-management-system__rep0,42,qwen25_7b,Singleton,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",6,68.6,1.6666666666666667,0.4166666666666667,1.6666666666666667,1.0,81.33333333333333,ok
qwen-qwen2-5-7b-instruct__Singleton__payroll-and-hr-system__rep0,42,qwen25_7b,Singleton,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",6,60.67,1.6666666666666667,0.2916666666666667,2.6666666666666665,1.0,82.66666666666667,ok
qwen-qwen2-5-7b-instruct__Singleton__school-management-platform__rep0,42,qwen25_7b,Singleton,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",2,67.41,1.0,0.33333335,1.5,1.0,84.0,ok
qwen-qwen2-5-7b-instruct__Singleton__warehouse-inventory-tracker__rep0,42,qwen25_7b,Singleton,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",5,60.71,1.2,0.166666674,1.8,1.0,86.4,ok
qwen-qwen2-5-7b-instruct__Strategy__banking-account-management__rep0,42,qwen25_7b,Strategy,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,64.46,1.2,0.1,2.0,1.0,86.4,ok
qwen-qwen2-5-7b-instruct__Strategy__car-rental-management__rep0,42,qwen25_7b,Strategy,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",8,70.47,1.75,0.0416666675,1.25,1.5,85.75,ok
qwen-qwen2-5-7b-instruct__Strategy__food-delivery-management__rep0,42,qwen25_7b,Strategy,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,71.52,1.2,0.0,1.0,1.0,88.0,ok
qwen-qwen2-5-7b-instruct__Strategy__gym-membership-platform__rep0,42,qwen25_7b,Strategy,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",5,66.71,1.2,0.116666668,1.0,1.0,84.8,ok
qwen-qwen2-5-7b-instruct__Strategy__hospital-appointment-scheduler__rep0,42,qwen25_7b,Strategy,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",6,67.66,1.5,0.14814815666666667,1.0,1.0,85.33333333333333,ok
qwen-qwen2-5-7b-instruct__Strategy__hotel-reservation-system__rep0,42,qwen25_7b,Strategy,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",5,66.14,1.2,0.08888889,0.8,1.0,86.4,ok
qwen-qwen2-5-7b-instruct__Strategy__issue-tracking-system__rep0,42,qwen25_7b,Strategy,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",5,67.3,1.4,0.066666668,1.2,1.0,86.4,ok
qwen-qwen2-5-7b-instruct__Strategy__learning-management-system__rep0,42,qwen25_7b,Strategy,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",7,59.84,2.5714285714285716,0.3214285571428572,2.2857142857142856,1.0,83.42857142857143,ok
qwen-qwen2-5-7b-instruct__Strategy__library-management-system__rep0,42,qwen25_7b,Strategy,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",6,60.75,2.0,0.13888889000000001,1.5,1.0,85.33333333333333,ok
qwen-qwen2-5-7b-instruct__Strategy__payroll-and-hr-system__rep0,42,qwen25_7b,Strategy,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",5,67.4,1.4,0.10666667199999999,0.6,1.0,86.4,ok
qwen-qwen2-5-7b-instruct__Strategy__school-management-platform__rep0,42,qwen25_7b,Strategy,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",5,69.34,1.2,0.0,1.0,1.0,88.0,ok
qwen-qwen2-5-7b-instruct__Strategy__warehouse-inventory-tracker__rep0,42,qwen25_7b,Strategy,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",5,69.35,1.2,0.0,1.0,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Composite__banking-account-management__rep0,40,llama31_8b,Composite,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,56.27,2.0,0.08,4.0,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Composite__car-rental-management__rep0,40,llama31_8b,Composite,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,58.6,1.2,0.13333334,1.0,1.4,86.4,ok
meta-llama-llama-3-1-8b-instruct__Composite__food-delivery-management__rep0,40,llama31_8b,Composite,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",7,61.27,1.8571428571428572,0.10714285714285714,1.8571428571428572,1.2857142857142858,85.71428571428571,ok
meta-llama-llama-3-1-8b-instruct__Composite__gym-membership-platform__rep0,40,llama31_8b,Composite,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",7,61.39,1.2857142857142858,0.12380952857142856,1.8571428571428572,1.2857142857142858,85.71428571428571,ok
meta-llama-llama-3-1-8b-instruct__Composite__hospital-appointment-scheduler__rep0,40,llama31_8b,Composite,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",5,59.94,1.4,0.25,2.4,1.0,83.2,ok
meta-llama-llama-3-1-8b-instruct__Composite__hotel-reservation-system__rep0,40,llama31_8b,Composite,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",8,60.77,1.75,0.177083335,2.75,1.0,84.0,ok
meta-llama-llama-3-1-8b-instruct__Composite__issue-tracking-system__rep0,40,llama31_8b,Composite,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",6,68.13,1.0,0.027777778333333333,1.0,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Composite__learning-management-system__rep0,40,llama31_8b,Composite,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",5,60.27,1.2,0.16666666800000002,2.4,1.6,84.8,ok
meta-llama-llama-3-1-8b-instruct__Composite__library-management-system__rep0,40,llama31_8b,Composite,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",6,63.21,1.6666666666666667,0.13888889000000001,1.1666666666666667,1.5,85.33333333333333,ok
meta-llama-llama-3-1-8b-instruct__Composite__payroll-and-hr-system__rep0,40,llama31_8b,Composite,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",4,58.09,1.5,0.1666666675,2.25,1.5,86.0,ok
meta-llama-llama-3-1-8b-instruct__Composite__school-management-platform__rep0,40,llama31_8b,Composite,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",5,62.04,1.2,0.1,1.6,1.4,86.4,ok
meta-llama-llama-3-1-8b-instruct__Composite__warehouse-inventory-tracker__rep0,40,llama31_8b,Composite,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",7,66.84,1.4285714285714286,0.13492063571428572,1.2857142857142858,1.1428571428571428,85.71428571428571,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__banking-account-management__rep0,40,llama31_8b,Factory Method,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,56.22,2.0,0.142857146,2.8,1.4,84.8,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__car-rental-management__rep0,40,llama31_8b,Factory Method,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,63.16,1.4,0.2,1.6,1.0,84.8,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__food-delivery-management__rep0,40,llama31_8b,Factory Method,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",7,66.56,2.0,0.125,1.4285714285714286,1.2857142857142858,85.71428571428571,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__gym-membership-platform__rep0,40,llama31_8b,Factory Method,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",5,69.62,1.4,0.066666668,1.0,1.4,86.4,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__hospital-appointment-scheduler__rep0,40,llama31_8b,Factory Method,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",8,68.6,2.125,0.083333335,0.75,1.0,86.0,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__hotel-reservation-system__rep0,40,llama31_8b,Factory Method,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",7,68.23,1.8571428571428572,0.0,0.7142857142857143,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__issue-tracking-system__rep0,40,llama31_8b,Factory Method,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",5,60.26,1.0,0.14285715999999998,1.4,1.0,82.8,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__learning-management-system__rep0,40,llama31_8b,Factory Method,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",8,63.92,2.125,0.083333335,0.625,1.5,86.0,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__library-management-system__rep0,40,llama31_8b,Factory Method,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",6,65.17,1.5,0.08333333333333333,1.5,1.3333333333333333,86.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__payroll-and-hr-system__rep0,40,llama31_8b,Factory Method,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",9,66.73,1.5555555555555556,0.12962963333333333,1.5555555555555556,1.0,86.22222222222223,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__school-management-platform__rep0,40,llama31_8b,Factory Method,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",7,63.09,1.8571428571428572,0.07142857142857142,1.2857142857142858,1.5714285714285714,86.85714285714286,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__warehouse-inventory-tracker__rep0,40,llama31_8b,Factory Method,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",6,64.7,2.0,0.08928571166666667,0.5,1.3333333333333333,86.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Observer__banking-account-management__rep0,40,llama31_8b,Observer,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",7,63.03,1.5714285714285714,0.13392857142857142,2.4285714285714284,1.0,85.71428571428571,ok
meta-llama-llama-3-1-8b-instruct__Observer__car-rental-management__rep0,40,llama31_8b,Observer,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",6,64.89,2.1666666666666665,0.13888889333333332,2.1666666666666665,1.0,85.33333333333333,ok
